hit_id,question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,condition,facts_json,semantic_distance,distance_bucket
197,4,Why are some uncompleted Axis ships included in this list?,They were captured and completed by Allied forces,They represent significant technological advances,For historical interest,They were used as training vessels,C,without_facts,,50,26-50
198,3656,Why was the Arabian Kamal limited in its practical application for navigation?,It could only be used during daylight hours,It was too heavy for ships to carry,It was limited to equatorial regions where the North Star appeared close to the horizon,It required complex mathematical calculations that most sailors couldn't perform,C,with_facts,"""\u2022 Pytheas, a Greek explorer, voyaged to Britain and the Arctic Circle in 325 BC, observing the midnight sun and contributing early measurements of latitude using methods like gnomon shadow measurements and solar observations.\n\n\u2022 The Greeks developed multiple methods for measuring latitude, including measuring the Sun's height above the horizon at midday, calculating day length at summer solstice, and observing solar elevation at winter solstice.\n\n\u2022 Marinus of Tyre (70-130 CE) was the first person to assign both latitude and longitude coordinates to every location on his maps.\n\n\u2022 The Arabian Kamal, used from the late 9th century CE, measured Polaris's height above the horizon but was limited to equatorial regions where the North Star appeared close to the horizon.\n\n\u2022 The mariner's astrolabe (15th-17th centuries) enabled latitude measurement in the Southern Hemisphere by observing the Sun's angle at noon, requiring solar declination tables like those published by Abraham Zacut in 1496.\n\n\u2022 The first recorded observations of using solar measurements for latitude at sea were made by Spanish pilot Andr\u00e9s de San Mart\u00edn during the Magellan-Elcano expedition (1519-1522).\n\n\u2022 The backstaff (16th century) and its improved version, the Davis quadrant, measured latitude using shadow length rather than direct solar observation.\n\n\u2022 The sextant, conceptualized by Isaac Newton and first implemented around 1730 by John Hadley and Thomas Godfrey, eventually displaced other navigation instruments and remains in use today.""",250,201-350
199,5163,Which century saw the discovery of solution methods for both cubic and quartic equations?,15th century,16th century,17th century,18th century,B,without_facts,,100,51-100
200,882,How are periods (.) used in bibcode formatting?,Only to separate different components of the bibcode,Only to indicate missing publication information,To fill unused fields and pad fields to their fixed length,To mark the beginning and end of the identifier,C,with_facts,"""\u2022 The bibcode (also called refcode) is a compact 19-character identifier used by astronomical data systems to uniquely specify literature references.\n\n\u2022 Originally developed for SIMBAD and the NASA/IPAC Extragalactic Database (NED), it became a de facto standard now used by systems like the NASA Astrophysics Data System.\n\n\u2022 The format follows the structure YYYYJJJJJVVVVMPPPPA, where YYYY is the four-digit year, JJJJJ indicates the publication source, VVVV is the volume number, M indicates the journal section, PPPP is the starting page number, and A is the first letter of the first author's last name.\n\n\u2022 Periods (.) are used to fill unused fields and pad fields to their fixed length, with right-padding for publication codes and left-padding for volume and page numbers.\n\n\u2022 Page numbers exceeding 9999 continue into the M column, and Physical Review's 6-digit article IDs are handled by converting the first two digits to lowercase letters in column M.\n\n\u2022 Modern publishers increasingly use electronic identifiers instead of page numbers, making the page field no longer guaranteed to be numeric and potentially containing letters, periods, dashes, or other characters.\n\n\u2022 The volume field may also contain non-numeric characters, and modern bibcodes are likely to be deprecated in the future due to these changes in publishing practices.""",750,601-1000
201,1204,"Based on the annual precipitation and temperature ranges, what can be inferred about the vegetation adaptations in this ecoregion?",Plants must be adapted to high moisture and constant temperatures,Vegetation must tolerate both drought conditions and extreme temperature variations,"Plants need adaptations only for hot, humid conditions",Vegetation requires adaptations primarily for flooding and waterlogged soils,B,without_facts,,50,26-50
202,1200,What type of climate characterizes the Central Asian northern desert ecoregion?,Hot desert with mild winters,Cold desert with low annual precipitation,Mediterranean with wet winters,Continental with high precipitation,B,with_facts,"""\u2022 The Central Asian northern desert is an ecoregion located in southern Kazakhstan and most of Uzbekistan, classified as part of the deserts and xeric shrublands biome.\n\n\u2022 The region experiences a cold desert climate with annual precipitation of 100-150 mm, cold winters averaging \u221210 to \u221215\u00b0C, and hot summers around 25\u00b0C.\n\n\u2022 The ecoregion features diverse habitat types including salt flats (\""solonchaks\""), clay deserts, rocky deserts, and some sandy desert areas.\n\n\u2022 Vegetation consists primarily of drought-adapted shrubs and semi-shrubs, including various Artemisia and Salsola species that are adapted to different soil types.\n\n\u2022 The fauna is diverse and includes notable mammals such as saiga antelope, goitered gazelle, onager, and tolai hare, plus numerous reptile species and rich invertebrate communities.\n\n\u2022 Bird species include the endangered houbara bustard, golden eagle, steppe eagle, and saker falcon among others.\n\n\u2022 The ecoregion's conservation status is listed as \""vulnerable\"" due to conversion to farmland, overgrazing, and poaching activities.\n\n\u2022 Protected areas within the ecoregion include Barsa-Kelmes Nature Reserve, Kaplankyr reserve, Ustyurt reserve, and Altyn-Emel National Park.""",50,26-50
203,3380,What happens when a customer fails to repay a pawn loan within the contractual time period?,The pawnbroker must return the item and report the default to credit agencies,The pawnbroker can sell the item to recover the loan value without affecting the customer's credit report,The customer is given an automatic extension and charged additional fees,The pawnbroker must hold the item for an additional 30 days before taking action,B,without_facts,,750,601-1000
204,1697,"If you weigh 100 kg at sea level, approximately how much would you weigh at an altitude of 9,000 meters?",99.71 kg,100.29 kg,90 kg,110 kg,A,with_facts,"""\u2022 Earth's gravity (g) is the net acceleration from both gravitational attraction and centrifugal force due to Earth's rotation, with a standard value of approximately 9.8 m/s\u00b2 near the surface.\n\n\u2022 The conventional standard value for Earth's gravity is 9.80665 m/s\u00b2, established in 1901 by the General Conference on Weights and Measures based on measurements near Paris.\n\n\u2022 Earth's gravity varies by location due to the planet's oblate shape (flatter at poles, bulging at equator) and rotation, ranging from 9.7639 m/s\u00b2 in Peru to 9.8337 m/s\u00b2 in the Arctic Ocean.\n\n\u2022 Gravity is stronger at the poles than at the equator - objects weigh approximately 0.5% more at the poles due to reduced centrifugal force and closer proximity to Earth's center.\n\n\u2022 Gravity decreases with altitude because of increased distance from Earth's center, with a weight decrease of about 0.29% when rising from sea level to 9,000 meters.\n\n\u2022 Astronauts in orbit (like on the ISS at 400 km altitude) still experience nearly 90% of Earth's surface gravity - they feel weightless because they are in continuous free-fall, not because they've escaped gravity.\n\n\u2022 Earth's gravity is measured in meters per second squared (m/s\u00b2) or newtons per kilogram (N/kg), and represents how much an object's downward velocity increases each second when falling freely.""",5,1-5
205,5194,"What is the key difference between complexity classes P, BPP, and BQP?","They represent different types of computational problems (decision, search, counting)",They classify problems by whether they are solvable or unsolvable,"They distinguish between polynomial-time algorithms on deterministic, probabilistic, and quantum machines respectively",They represent different ways of encoding problem instances as binary strings,C,without_facts,,750,601-1000
206,3891,Who is recognized as the first person to successfully decipher Egyptian hieroglyphs?,Howard Carter,Flinders Petrie,Jean-François Champollion,Prince Khaemweset,C,with_facts,"""\u2022 **Egyptology is the scientific study of ancient Egypt**, encompassing artifacts, writing, history, language, literature, religion, architecture, culture and art from the 5th millennium BC until the 4th century AD.\n\n\u2022 **Modern Egyptology began with Napoleon's invasion of Egypt in the late 18th century** and the subsequent discovery of the Rosetta Stone in 1799.\n\n\u2022 **Jean-Fran\u00e7ois Champollion deciphered Egyptian hieroglyphs in 1822**, marking the true beginning of modern Egyptological study and enabling scholars to read ancient Egyptian texts.\n\n\u2022 **Prince Khaemweset, son of Ramesses II, is considered the first Egyptologist** for his work in the 13th century BC identifying and restoring historic buildings, tombs, temples, and pyramids.\n\n\u2022 **Medieval Islamic scholars played a crucial role in preserving Egyptian knowledge**, making attempts to translate Ancient Egyptian texts into Arabic and writing detailed descriptions of monuments.\n\n\u2022 **Flinders Petrie introduced modern archaeological techniques** to Egyptology, including systematic field preservation, recording, and excavation methods.\n\n\u2022 **Howard Carter's 1922 discovery of Tutankhamun's tomb** brought widespread public attention to Egyptology and significantly advanced understanding of Egyptian burial practices and artifacts.\n\n\u2022 **Contemporary Egyptology uses modern technology** including geophysical methods and advanced sensing techniques, with excavation permits controlled by Egypt's Ministry of State for Antiquities.""",350,201-350
207,5096,"During which period of the Neoproterozoic did the most severe glaciation event occur, creating 'Snowball Earth' conditions?",Tonian,Ediacaran,Cryogenian,Cambrian,C,without_facts,,100,51-100
208,2874,What makes disabled people inherently more at risk from climate change effects beyond their disability status?,They are more likely to live in urban areas,"A disproportionate number live in poverty, limiting access to adaptation tools",They have higher energy consumption needs,They are less aware of climate risks,B,with_facts,"""\u2022 Climate change disproportionately affects individuals with disabilities, who are more likely to experience climate impacts more acutely than those without disabilities due to limited mobility and reduced access to emergency resources.\n\n\u2022 People with disabilities make up more than 15% of the global population but have had minimal involvement in climate change decision-making processes.\n\n\u2022 Only 37 of 192 State Parties to the Paris Agreement currently refer to persons with disabilities in their nationally determined contributions, and only 46 refer to them in domestic climate adaptation policies.\n\n\u2022 A disproportionate number of disabled people live in poverty, making them inherently more at risk from climate change effects as they cannot access crucial adaptation tools like air conditioning.\n\n\u2022 Disabled people are most likely to be negatively affected by both immediate emergencies (floods, tornadoes) and gradual emergencies (rising sea levels) due to accessibility barriers.\n\n\u2022 The UN Convention on the Rights of Persons with Disabilities (CRPD) is connected to five Sustainable Development Goals, including quality education, decent work, reducing inequality, sustainable cities, and global partnerships.\n\n\u2022 International agreements like the 2010 Cancun Agreements, 2013 Warsaw International Mechanism, and 2015 Paris Agreement preamble acknowledge the relationship between disability and climate change.\n\n\u2022 In 2019, the Office of the High Commissioner for Human Rights published an analytical study specifically addressing the rights of persons with disabilities in the context of climate change.""",750,601-1000
209,147,How many Paris sections participated in declaring themselves in insurrection on 30 May?,22 sections,29 sections,33 sections,31 sections,C,without_facts,,50,26-50
210,5605,Which organization has officially standardized seven-segment display character representations?,ISO (International Organization for Standardization),IEEE (Institute of Electrical and Electronics Engineers),IEC (International Electrotechnical Commission),None of these organizations have standardized them,D,with_facts,"""\u2022 Seven-segment display character representations are not standardized by any official entity (ISO, IEEE, or IEC), though Unicode 13.0 provides encoding codepoints in the Symbols for Legacy Computing block.\n\n\u2022 Multiple conventions exist for displaying certain digits, with optional segments for digit 6 (segment A), digit 7 (segment F), and digit 9 (segment D).\n\n\u2022 For hexadecimal digits A-F, the modern standard uses uppercase A, lowercase b, uppercase C, lowercase d, uppercase E and F, though historical implementations varied significantly across manufacturers.\n\n\u2022 Seven-segment displays can show most letters of Latin, Cyrillic, and Greek alphabets, but certain letters (M, V, W, X) cannot be expressed unambiguously due to diagonal strokes or multiple vertical segments.\n\n\u2022 Different decoder chips historically used various schemes for displaying hexadecimal values, including Texas Instruments chips that used truncated number forms and Soviet calculators that used symbols like \""\u2212\"", \""L\"", \""C\"", \""\u0413\"", \""E\"".\n\n\u2022 Some letters can only be displayed in either uppercase or lowercase form but not both, limiting the flexibility of text representation on seven-segment displays.\n\n\u2022 Seven-segment displays are typically used for basic notifications on consumer electronics and internal test messages, where more complex displays (14-segment, 16-segment, or dot matrix) are preferred for critical or extensive text display needs.""",50,26-50
211,1169,What does the presence of mucilage canals in Malvaceae stems suggest about the family's evolutionary adaptations?,All plants in the family are aquatic,The family evolved specialized internal structures with likely functional significance,Mucilage canals are found in all flowering plant families,This feature is only important for ornamental value,B,without_facts,,200,101-200
212,4227,"Based on the timeline provided, how long did it take from the FCC beginning to solicit proposals until satellite and cable companies began carrying HD programming?",Approximately 10 years,Approximately 13-15 years,Approximately 7 years,Approximately 20 years,B,with_facts,"""\u2022 HDTV was introduced in the United States in 1998, with WRAL-TV in Raleigh, North Carolina becoming the first station to broadcast a digital television signal on July 23, 1996.\n\n\u2022 The Federal Communications Commission (FCC) began soliciting proposals for a new television standard in the late 1980s and formed the \""Grand Alliance\"" in 1993 by having competing companies pool their resources.\n\n\u2022 The first public HDTV broadcast featured the launch of Space Shuttle Discovery and John Glenn's return to space, while the first commercial HD broadcast of a local sporting event was a Texas Rangers vs. Chicago White Sox baseball game on March 31, 1998.\n\n\u2022 Super Bowl XXXIV, broadcast by ABC on January 30, 2000, was the first major sporting event broadcast nationwide in HD.\n\n\u2022 Both satellite television companies (Dish Network and DirecTV) and cable television companies began carrying HD programming in 2003.\n\n\u2022 By 2018, HDTV had become the dominant standard with about 85% of all TVs used being HD, and by the 2014-15 season, every network show producing new episodes had transitioned to high definition.\n\n\u2022 In the US, 720p and 1080i formats are used for linear channels, while 1080p is available mainly for pay-per-view and video on demand content, with some networks beginning to transmit 1080p via ATSC 3.0 multiplex channels.\n\n\u2022 HD programming is now carried by all major television networks (ABC, CBS, NBC, FOX, PBS, The CW, etc.) in nearly all designated market areas (DMAs), with hundreds of HD channels available through various delivery methods.""",150,101-200
213,3222,What percentage of NATO's fuel needs were provided by Pakistani supply routes by 2007?,65%,75%,80%,85%,C,without_facts,,10,6-25
214,303,"According to Patriot accounts, what were the total casualties for each side in the battle?",Patriots: 1 killed; British: 24 killed or captured,Patriots: 4 killed; British: 20 killed,Patriots: 0 killed; British: 20 killed or captured,Patriots: 1 killed; British: 20 killed,A,with_facts,"""\u2022 The Battle of Summerfield took place on February 12, 1781, in present-day northern Guilford County, North Carolina, between Patriot forces under Col. Henry Lee III and British forces under Banastre Tarleton.\n\n\u2022 The battle occurred one month before the larger Battle of Guilford Courthouse and began when farmer Isaac Wright reported British dragoons in the area to Patriot commanders Williams and Lee.\n\n\u2022 14-year-old James Gillis, a bugler boy, was killed when his tired horse was overtaken by British dragoons while following a reconnaissance mission, sparking the main engagement.\n\n\u2022 According to Patriot accounts, the battle resulted in 20 British dragoons killed and 4 captured, including Captain Cornet Miller, with no Patriot losses except for bugler Gillis.\n\n\u2022 Col. Lee initially ordered the summary execution of Captain Miller, blaming him for Gillis's death, but the approach of British reinforcements forced a retreat before the execution could be carried out.\n\n\u2022 Captain Miller was ultimately taken as a prisoner of war to Major General Nathanael Greene rather than being executed.\n\n\u2022 Two memorials honor James Gillis today - one at Guilford Courthouse National Military Park and another at the site of his death, plus a state historical marker in Summerfield.""",250,201-350
215,4365,What is the planned investment amount for Germany's space security capabilities as of September 2025?,€25 billion,€35 billion,€45 billion,€30 billion,B,without_facts,,25,6-25
216,3898,What symbolic relationship exists between the twin lions Duaj and Sefe in Aker's later representation?,They represent the northern and southern borders of Egypt,They symbolize life and death in the afterlife journey,They embody the temporal concepts of tomorrow and yesterday,They guard the entrance and exit of the underworld,C,with_facts,"""\u2022 Aker was an ancient Egyptian deity who personified the horizon and served as an earth and underworld god, specifically guarding the eastern (Bakhu) and western (Manu) horizons.\n\n\u2022 The deity's visual representation evolved over time: initially depicted as a single recumbent lion torso, later as two merged lion torsos, and from the Middle Kingdom onward as twin lions named Duaj (\""tomorrow\"") and Sefe (\""yesterday\"").\n\n\u2022 Aker first appeared during Egypt's 1st Dynasty under pharaohs Hor Aha and Djer, with his mythological role fully described in the Pyramid Texts of king Teti, though his main cult center location remains unknown.\n\n\u2022 In Egyptian mythology, Aker protected deceased kings by \""encircling\"" them to seal them away from three demonic snakes (Hemtet, Iqeru, and Jagw) and their poisonous breath.\n\n\u2022 During the Middle Kingdom period, Aker replaced the god Kherty as the \""ferryman of Ra,\"" protecting the sun god during his nocturnal journey through the underworld.\n\n\u2022 In the Book of the Dead, Aker \""gives birth\"" to the god Khepri (the rising sun as a scarab beetle) after safely carrying Khepri's sarcophagus through the underworld caverns.\n\n\u2022 Aker was mythologically connected to forming a bridge between the northern and western horizons with his body, and in some texts represents the underworld itself.""",250,201-350
217,2853,"According to the Associated Press investigation, approximately how many allegations of sexual abuse by UN personnel occurred in the 12 years prior to 2017?",Nearly 500 allegations,"Nearly 1,000 allegations","Nearly 1,500 allegations","Nearly 2,000 allegations",D,without_facts,,10,6-25
218,3837,How was Smith ultimately captured after fleeing Texas?,He turned himself in to local authorities,He was found hiding in a barn near Paris,He was captured in Arkansas after a nationwide manhunt,He was arrested at a train station in Louisiana,C,with_facts,"""\u2022 Henry Smith was an African-American handyman who was lynched in Paris, Texas on February 1, 1893, after allegedly murdering 3-year-old Myrtle Vance, the daughter of Deputy Henry Vance who had beaten Smith during an arrest.\n\n\u2022 The incident began when Deputy Vance arrested Smith for being drunk and disorderly, using physical force (\""his club\"") to subdue him during the arrest.\n\n\u2022 Witnesses saw Smith carrying the child through Paris on January 26, 1893, claiming he was taking her to her mother or doctor, but the child's body was found dead the next day in a pasture.\n\n\u2022 Medical examiners provided sworn testimony that the child had been sexually assaulted and murdered, finding physical evidence of rape and strangulation, contradicting later claims by journalist Ida B. Wells that no such assault occurred.\n\n\u2022 Smith fled Texas but was captured in Arkansas after a nationwide manhunt that included free railroad transportation for searchers and massive public attention.\n\n\u2022 After initially denying involvement, Smith confessed on the train back to Paris, stating he was drunk and motivated by revenge against the child's father, and that he suffocated the child the morning after the assault.\n\n\u2022 Upon his return to Paris, Smith was met by an estimated 5,000-person mob and repeatedly begged his police guards to shoot him rather than turn him over to the crowd.\n\n\u2022 Smith was ultimately burned at the stake by the mob, and his lynching received national media coverage including reporting by The New York Times.""",200,101-200
219,2427,"Based on the formation requirements, where would you most likely find methane clathrate deposits?",In tropical ocean waters at any depth,"In deep ocean trenches below 5,000 meters",In continental shelves at depths greater than 300 meters,Only in freshwater lakes in polar regions,C,without_facts,,500,351-600
220,1800,What mathematical structure does relativistic angular momentum form when classical angular momentum combines with the time-varying moment of mass?,A first-order symmetric tensor,A second-order antisymmetric tensor,A scalar quantity,A vector in four-dimensional space,B,with_facts,"""\u2022 Relativistic angular momentum is the extension of classical angular momentum concepts to special and general relativity, where the relativistic quantity differs subtly from the three-dimensional classical version.\n\n\u2022 Angular momentum conservation corresponds to rotational symmetry in spacetime, with this connection described by Noether's theorem and mathematically formalized through the Lorentz group and Poincar\u00e9 group.\n\n\u2022 In relativity, classical angular momentum combines with a time-varying moment of mass (related to the boost of the center of mass) to form a second-order antisymmetric tensor, similar to how electric and magnetic fields combine to form the electromagnetic field tensor.\n\n\u2022 For rotating mass-energy distributions like gyroscopes, planets, stars, and black holes, the angular momentum tensor is expressed in terms of the stress-energy tensor of the rotating object rather than simple point-particle mechanics.\n\n\u2022 In special relativity, spinning objects have intrinsic angular momentum in their rest frame, analogous to quantum mechanical \""spin\"" but for extended bodies rather than point particles.\n\n\u2022 In relativistic quantum mechanics, elementary particles possess spin that adds to orbital angular momentum, creating a total angular momentum tensor operator, with the intrinsic spin expressible through the Pauli-Lubanski pseudovector.\n\n\u2022 Classical orbital angular momentum is defined as the cross product L = x \u00d7 p (position \u00d7 momentum), which can alternatively be expressed as an exterior product to form a second-order antisymmetric tensor.""",750,601-1000
221,2322,What is the main advantage of using the hashing trick in bag-of-words implementation?,It preserves word order information that would otherwise be lost,It improves the accuracy of document classification tasks,It provides scalability by eliminating the need to store dictionaries in memory,It automatically removes stop words and irrelevant terms,C,without_facts,,25,6-25
222,1625,What makes Olympias unique among world naval vessels?,It is the fastest rowing vessel ever built,It is the only commissioned trireme reconstruction in any world navy,It was the first ship to use experimental archaeology methods,It is the largest ancient Greek vessel ever discovered,B,with_facts,"""\u2022 Olympias is a reconstruction of an ancient Athenian trireme built from 1985-1987 in Piraeus, and is the only commissioned vessel of its kind in any world navy as part of the Hellenic Navy of Greece.\n\n\u2022 The ship was designed by naval architect John Coates in collaboration with historian John Morrison, based on evidence from Greek literature, art, and archaeology, representing an important example of experimental archaeology.\n\n\u2022 During sea trials with 170 volunteer rowers, Olympias achieved a speed of 9 knots and could perform 180-degree turns within one minute in an arc of just 2.5 ship-lengths, validating ancient historical accounts of trireme capabilities.\n\n\u2022 The ship features a 200 kg bronze bow ram (copied from an original in the Archaeological Museum of Piraeus) and is constructed from Douglas fir with Virginia oak tenons and an iroko hardwood keel.\n\n\u2022 A classical trireme crew consisted of 200 people including 5 officers, 170 oarsmen arranged in three banks (thranitai, zygitai, and thalamitai), 10 sailors, 14 marines, and 1 flute player for timing.\n\n\u2022 The ship's structural integrity depends on hypozomata (bracing ropes) that span from bow to stern beneath the deck - an ancient form of pre-tensioning that had to be replaced with steel cables in the reconstruction for safety reasons.\n\n\u2022 Olympias participated in significant ceremonial events including transporting the Olympic Flame in 2004 and celebrating 2,500 years of democracy in Britain in 1993, and is now exhibited at the Naval Tradition Park in Athens.""",150,101-200
223,2176,Which of the following best describes the relative abundance of indium's two primordial nuclides?,113In (95.7%) and 115In (4.3%),115In (95.7%) and 113In (4.3%),Both isotopes occur in approximately equal amounts,113In is more abundant but both are radioactive,B,without_facts,,250,201-350
224,5016,Which statement best describes the geological structure of Europe?,Uniformly mountainous terrain across the entire continent,A clear dichotomy between mountainous southern highlands and a vast northern plain,Predominantly desert landscapes in the south and forests in the north,Coastal lowlands surrounding a central mountainous core,B,with_facts,"""\u2022 Europe is the northwestern peninsula of the larger landmass Eurasia, with its eastern boundary typically defined by the Ural Mountains and Ural River, and southeastern boundary marked by the Caspian Sea, Caucasus Mountains, and Black Sea.\n\n\u2022 Europe consists of a collection of connected peninsulas, with the two largest being Europe itself and Scandinavia, plus three smaller peninsulas (Iberia, Italy, and the Balkans) emerging from the southern mainland.\n\n\u2022 The continent shows a clear geological dichotomy between the mountainous highlands of Southern Europe and a vast northern plain that extends from Great Britain to the Ural Mountains.\n\n\u2022 Europe's terrain varies dramatically from high mountains (Alps, Pyrenees, Carpathians) in the south to broad, low northern plains in the east, with an arc of uplands along the northwestern seaboard.\n\n\u2022 The Volga is Europe's longest river at 3,690 km, followed by the Danube at 2,860 km, with other major rivers including the Rhine, Elbe, Oder, and Dnieper.\n\n\u2022 Europe's population was approximately 701 million in 2005 (using standard geographical boundaries), with comparatively slow population growth and high median age relative to other continents.\n\n\u2022 Russia is the largest country by land area in Europe, and Iceland is typically included in Europe despite being geographically closer to North America because it is over twice as close to mainland Europe.""",10,6-25
225,5437,How much more training data did Llama 2 use compared to the original Llama model?,20% more data,40% more data,60% more data,100% more data,B,without_facts,,100,51-100
226,5623,How has facsimile technology evolved over time?,It has remained unchanged since the 18th century,It progressed from digital methods to lithography,It evolved from early methods like lithography to modern photographic and digital reproduction,It only became possible with the invention of computers,C,with_facts,"""\u2022 A facsimile is a highly accurate copy or reproduction of historical items like old books, manuscripts, maps, or art prints that attempts to replicate the original source as precisely as possible in scale, color, condition, and material qualities.\n\n\u2022 The term \""fax\"" is a shortened form of \""facsimile,\"" though modern fax transmissions do not meet the quality standards expected of true facsimiles.\n\n\u2022 Facsimiles serve important purposes for scholars who cannot access original sources directly, and for museums and archives engaged in media preservation and conservation efforts.\n\n\u2022 The development of facsimile techniques has evolved alongside advances in printmaking, from early methods like lithography and aquatint in the 18th century to modern photographic and digital reproduction methods.\n\n\u2022 Digital facsimiles represent a separate category that are stored and viewed on computers, often available online in repositories, and serve as important research aids particularly for historians.\n\n\u2022 Facsimiles are especially valuable for illuminated manuscripts because they preserve original colors more accurately than normal reproductions and maintain historical defects that provide scholarly insight.\n\n\u2022 Facsimiles work best for flat, printed or hand-written documents, while three-dimensional objects or oil paintings with unique surface textures are better served by replicas rather than facsimiles.\n\n\u2022 Historical techniques for creating facsimiles included specialized devices like the philograph, photostat, hectograph, and lithograph, while modern methods use scanners, computers, and desktop printers.""",750,601-1000
227,71,"Based on the expedition's dual purpose, what can be inferred about Roman intentions in the region?",They were solely interested in geographical discovery,They wanted to establish peaceful trade relationships with Ethiopia,They combined scientific exploration with military reconnaissance for potential conquest,They were searching for new sources of gold and precious metals,C,without_facts,,100,51-100
228,2716,"In the formula ΔH°reaction = Σ(νp × ΔfH°p) - Σ(νr × ΔfH°r), what do the symbols νp and νr represent?",The number of valence electrons in products and reactants,The molecular volumes of products and reactants,The stoichiometric coefficients of products and reactants,The standard pressures of products and reactants,C,with_facts,"""\u2022 Standard enthalpy of reaction (\u0394H\u00b0reaction) is the difference between total product and total reactant molar enthalpies when all substances are in their standard states.\n\n\u2022 The value can be interpreted in terms of chemical bond energies - specifically the total energy required to break bonds in reactants minus the energy released when forming bonds in products.\n\n\u2022 Standard enthalpy of reaction is calculated using the formula: \u0394H\u00b0reaction = \u03a3(\u03bdp \u00d7 \u0394fH\u00b0p) - \u03a3(\u03bdr \u00d7 \u0394fH\u00b0r), where \u03bd represents stoichiometric coefficients and \u0394fH\u00b0 represents standard enthalpies of formation.\n\n\u2022 Standard enthalpy of formation is the enthalpy change when 1 mole of a substance is formed from its constituent elements, with all substances in their standard states.\n\n\u2022 Standard states must be defined at specific temperature and pressure conditions, with most thermochemical data tabulated at either 25\u00b0C and 1 bar or 25\u00b0C and 1 atm.\n\n\u2022 For aqueous ions, the standard state convention sets the enthalpy of formation of H+ ions at exactly 1 mole/liter concentration equal to zero, enabling separate tabulation of cation and anion enthalpies.\n\n\u2022 Chemical reactions generally transform chemical potential energy into thermal energy, which manifests as changes in temperature, pressure, volume, and the amounts of chemical constituents.\n\n\u2022 Different fields use different standard concentration conventions for H+ ions, including 1 mole/(kg solvent) in chemical engineering and 10\u207b\u2077 mole/L in biochemistry.""",5,1-5
229,751,Which statement best describes the relationship between DITA topics and XML files?,Multiple topics are typically stored in a single XML file for efficiency,Topics are stored in proprietary formats and converted to XML during publishing,Each topic is an individual XML file covering a specific subject,"XML is only used for the final output, not for topic storage",C,without_facts,,250,201-350
230,4157,What does the Greek origin of the word 'metaphor' (metaphorá) literally mean?,Hidden comparison,Transference of ownership,Speaking figuratively,Creative expression,B,with_facts,"""\u2022 A metaphor is a figure of speech that refers to one thing by mentioning another, creating an implied comparison between two normally unrelated entities or ideas.\n\n\u2022 Metaphors differ from similes in that the comparison is implied or assumed, while similes use explicit comparison words like \""like\"" or \""as\"" to make the comparison more obvious.\n\n\u2022 The word \""metaphor\"" comes from Greek \u03bc\u03b5\u03c4\u03b1\u03c6\u03bf\u03c1\u03ac (metaphor\u00e1), meaning \""transference of ownership,\"" reflecting how metaphors transfer meaning from one semantic realm to another.\n\n\u2022 According to I.A. Richards' theory, metaphors have two main parts: the tenor (the subject being described) and the vehicle (the object whose attributes are borrowed for the comparison).\n\n\u2022 Metaphors have ancient origins, with vivid examples found in the Hebrew Book of Psalms from around 1000 B.C., such as \""The Lord is my shepherd\"" and \""The Lord is my rock.\""\n\n\u2022 Shakespeare's famous line \""All the world's a stage\"" from As You Like It is one of the most commonly cited examples of metaphor in English literature.\n\n\u2022 Psychologist Julian Jaynes developed an extended theory of metaphors using terms like metaphrand and metaphier, arguing that metaphors can create entirely new ideas and \""literally create new objects\"" in our understanding.\n\n\u2022 The metaphor category includes several specialized types such as allegory (extended metaphors that tell stories), parable (metaphorical anecdotes with moral lessons), and catachresis (mixed metaphors).""",50,26-50
231,1607,Why would the Madeira Abyssal Plain's physical characteristics have made it initially attractive for radioactive waste disposal?,Its proximity to major shipping routes made transportation easy,The volcanic activity would help break down radioactive materials,"Its extreme flatness, great depth, and thick sediment cover provided geological stability",The turbidite activity would quickly bury any waste materials,C,without_facts,,50,26-50
232,2847,What characteristic do many of the treasures share regarding their users?,They can only be used once before losing their power,They distinguish between worthy and unworthy users,They require specific incantations to activate,They only function during certain times of year,B,with_facts,"""\u2022 The Thirteen Treasures of the Island of Britain are a series of magical items from late-medieval Welsh tradition, with lists appearing in texts from the 15th and 16th centuries.\n\n\u2022 The number of treasures is consistently given as thirteen, though later versions sometimes replace or combine different items to maintain this count.\n\n\u2022 Most treasures are geographically placed in the Hen Ogledd (\""Old North\""), referring to Brittonic-speaking areas of what is now southern Scotland and Northern England.\n\n\u2022 The treasures include various categories of magical objects: food and drink vessels (hamper, cauldron, horn), weapons (sword, whetstone), transport items (chariot, halter), clothing (coat, mantle), and other mystical items (chessboard, stone ring).\n\n\u2022 The oldest manuscript (Manuscript A by Gwilym Tew, c. 1460) contains only a plain list, while later manuscripts from the 16th-19th centuries include explanatory comments about each treasure's magical properties.\n\n\u2022 Two major scholarly editions were published in 1959: Eurys I. Rowlands used 11 texts with 18 variants, while Peter C. Bartrum compiled an omnibus version using 32 manuscripts divided into ten groups plus 4 published texts.\n\n\u2022 Some surplus items (numbers 14 and 15) come from Arthurian romance literature rather than traditional Welsh material, such as Eluned's ring, whose owner corresponds to Lunete from \""Yvain, the Knight of the Lion.\""\n\n\u2022 The treasures possess specific magical properties that often distinguish between worthy and unworthy users, such as Arthur's invisibility mantle and Padarn's coat that only fits well-born men.""",500,351-600
