"hit_id","article_topic","article_text_truncated","option_1","option_2","option_3","option_4","correct_option_position","distractor_1","distractor_1_rank_distance","distractor_2","distractor_2_rank_distance","distractor_3","distractor_3_rank_distance","topic_distance_from_base"
"205","Sampling (statistics)","• **Sampling is the selection of a subset from a statistical population to estimate characteristics of the whole population**, offering lower costs and faster data collection compared to measuring entire populations. • **Random sampling has ancient origins, mentioned in the Bible, with Pierre Simon Laplace using sampling in 1786 to estimate France's population** using ratio estimation and probabilistic error calculations. • **The 1936 Literary Digest election prediction failure demonstrated the critical importance of avoiding sampling bias**, as their large sample of over two million respondents was heavily skewed toward Republicans due to biased source lists. • **Population definition is crucial for successful sampling**, requiring clear identification of the group from which the sample is drawn, which may include physical objects, time periods, spatial dimensions, or even abstract concepts. • **Representative samples are the goal of statistical sampling**, with statisticians attempting to collect samples that accurately reflect the characteristics of the entire population of interest. • **Sampling is widely used across multiple fields including business, medical research, quality assurance, and survey methodology** for gathering population information when complete enumeration is impractical or impossible. • **The sampled population may differ from the target population**, often due to practical constraints, with researchers sometimes studying one group (like rats) to understand another (like humans). • **Acceptance sampling is specifically used in manufacturing** to determine whether production lots meet required specifications without testing every item.","Sampling (statistics)","Defender of Rights (France)","30th anniversary of the 1989 Tiananmen Square protests and massacre","Constitutional Council (France)","1","30th anniversary of the 1989 Tiananmen Square protests and massacre","201","Defender of Rights (France)","120","Constitutional Council (France)","184","250"
"206","21st-century communist theorists","• There has been a revival of serious interest in communism in the 21st century, led by theorists Slavoj Žižek and Alain Badiou. • The 2008 financial crisis significantly propelled this revival, leading to numerous books offering communist and Marxist analyses of the economic turmoil. • A major milestone was the 2009 conference 'The Idea of Communism' in London, which brought together many communist theorists and drew a substantial paying audience. • Contemporary communist theorists span diverse traditions including Black radical tradition, Eco-socialism, Maoism, Neo-Marxism, post-Marxism, and Autonomist/Open Marxism. • These modern theorists share common ground in critiquing past socialist experiments and believing that contemporary crises (ecological degradation, financial turmoil, inequality) are systemic and require revolutionary solutions. • Internet culture and declining life prospects have led to increased support for communism and socialism among Millennials and Gen-Z, alongside the rise of left-populism. • Key theoretical works include 'Empire' by Michael Hardt and Antonio Negri, 'The Communist Hypothesis' by Alain Badiou, and Mark Fisher's widely-read 'Capitalist Realism' (2009). • New communist-oriented journals (Endnotes, Salvage, Historical Materialism) and media outlets (Novara Media) have launched, along with an online left media ecosystem known as 'BreadTube.'","Soviet territorial claims against Turkey","Red Terror","Czechoslovakism","21st-century communist theorists","4","Red Terror","179","Soviet territorial claims against Turkey","218","Czechoslovakism","215","10"
"207","Karl Georg August, Hereditary Prince of Brunswick-Wolfenbüttel","• Karl Georg August was born on 8 February 1766 in London and died on 20 September 1806, serving as the Hereditary Prince of Brunswick-Wolfenbüttel. • He was the eldest son of Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel, and Princess Augusta of Great Britain, making him a nephew of King George III of the United Kingdom. • Prince Karl was born with significant disabilities - he was mentally ill and blind, requiring constant care and supervision. • He married Princess Louise of Orange-Nassau on 14 October 1790 in The Hague, in a union arranged to strengthen political ties between the House of Orange and Brunswick. • His wife Louise served more as a caretaker than a traditional spouse, and the marriage was childless, which she reportedly found acceptable. • Contemporary accounts described him as 'chubby and fat, almost blind, strange and odd – if not to say an imbecile' who was completely dependent on and devoted to his wife. • Due to his disabilities and childless marriage, Karl Georg August was forced to renounce his position as heir to the duchy in favor of his younger brother, Frederick William. • Despite being the eldest son and rightful heir, his condition made him unfit to rule, fundamentally altering the succession of the Brunswick-Wolfenbüttel duchy.","Karl Georg August, Hereditary Prince of Brunswick-Wolfenbüttel","Roman military decorations and punishments","Black Brunswickers","List of ancient Egyptians","1","Black Brunswickers","116","List of ancient Egyptians","132","Roman military decorations and punishments","170","350"
"208","Geology of Indonesia","• Indonesia is located at the intersection of multiple tectonic plates, including the Australian Plate, Sunda Plate, Pacific Plate, and Philippine Sea Plate, making it one of the most seismically active regions on Earth. • The subduction of the Indian Plate beneath the Sunda Plate created the volcanic arc in western Indonesia, forming Sumatra, Java, Bali, and the Lesser Sunda Islands, most of which emerged within the last 2-3 million years. • Major fault systems include the Great Sumatran Fault (1,900 km long), the Palu-Koro fault across central Sulawesi, and the Sorong fault extending 2,000 km from West Papua to East Sulawesi. • Earthquake frequency varies significantly by region - large-scale earthquakes may occur every 100 years off Sumatra's coast but only every 500 years off western Java's coast. • Megathrust segments off Southeastern Sumatra and Western Java generate tsunamis averaging 11 meters in height, with potential to reach 34 meters due to the combination of megathrusts and backthrust faults. • Western Indonesia's geology is dominated by younger Cenozoic formations (Paleogene to Quaternary), while eastern Indonesia contains generally older rock formations ranging from Permian to Tertiary periods. • The Indonesian Seaway forms geological choke points between the Pacific and Indian oceans, with tectonic uplift beginning ~4 million years ago hypothesized to have altered regional climate patterns, particularly monsoons.","1907 Sumatra earthquake","List of volcanic eruptions in Iceland","Anticline","Geology of Indonesia","4","List of volcanic eruptions in Iceland","236","1907 Sumatra earthquake","241","Anticline","205","50"
"209","Contextual searching","• Contextual search optimizes web-based search results using context from the user and their computer, differing from traditional search engines that simply return document lists based on query relevance. • Basic contextual search involves scanning the full-text of queries to understand user needs, with users having limited control through keyword choices like adding 'menu' to find website navigation pages. • Explicitly supplied context allows users to specify constraints like information categories, document types, or display formats, as demonstrated by meta search engines like Inquirus 2, though these systems often suffer from poor user experience. • Major search engines like Google and Bing incorporate explicit context features through filters (Images, Maps, News, etc.) and search operators that allow users to restrict file types, time ranges, and locations. • Automatically inferred context systems like IBM's Watson learn from previous queries and documents to dynamically modify search hypotheses and provide more precise results based on accumulated knowledge. • Google, Bing, and Yahoo automatically infer context by tracking users' previous queries and selected results to personalize future searches, such as prioritizing jaguar cats over Jaguar cars for users with animal-related search history. • Contextual mobile search has grown significantly due to mobile phones providing richer contextual information including location data, contacts, speed/elevation metrics, and installed apps. • BIA/Kelsey research projected that mobile local search would exceed traditional local search by more than 27 billion queries by 2015, driving development of better contextualized search systems.","Contextual searching","Reference work","Microsoft Compiled HTML Help","Question answering","1","Reference work","183","Microsoft Compiled HTML Help","181","Question answering","141","50"
"210","Pattern recognition (psychology)","• Pattern recognition is a cognitive process that matches information from environmental stimuli with information retrieved from memory, involving the automatic activation of long-term memory content when information enters short-term memory. • The process requires repetition of experience and relies primarily on semantic memory, which operates implicitly and subconsciously to enable identification and prediction of future events. • Pattern recognition is crucial for survival across species, from humans using it for spatial positioning and hazard detection to simpler animals like koalas using it to identify eucalyptus leaves for consumption. • There are six main theories explaining pattern recognition: template matching, prototype-matching, feature analysis, recognition-by-components theory, bottom-up and top-down processing, and Fourier analysis. • Template matching theory proposes that perceived objects are stored as exact 'templates' in long-term memory, with incoming information compared against these templates to find precise matches. • Prototype matching theory suggests that instead of exact templates, the brain creates average prototypes based on shared features of related stimuli, allowing for more flexible recognition of novel objects. • Recognition-by-components (RBC) theory states that humans recognize objects by breaking them down into basic 3D geometric shapes called 'geons,' with fewer than 36 unique geons able to form virtually unlimited object combinations. • Pattern recognition enables essential human abilities including reading, language comprehension, facial recognition, and music appreciation through the encoding of both visual and auditory patterns.","Distributional semantics","Generation effect","Pattern recognition (psychology)","Neuropsychological assessment","3","Generation effect","204","Distributional semantics","138","Neuropsychological assessment","176","150"
"211","List of law clerks of the Supreme Court of the United States (Seat 3)","• Law clerks have assisted Supreme Court justices since 1882, when Justice Horace Gray hired the first one. • Each Supreme Court justice is permitted to have three or four law clerks per Court term. • Most law clerks are recent law school graduates who typically graduated at the top of their class. • Law clerks perform multiple functions including legal research to help justices decide which cases to accept, prepare memoranda, draft orders and opinions, and assist with questions for oral arguments. • Supreme Court seat 3 was established on September 24, 1789 by the 1st Congress through the Judiciary Act of 1789. • Justice Sonia Sotomayor currently occupies seat 3, which is the Court's third associate justice seat by order of precedence. • Retired justices may continue to employ law clerks who can provide additional assistance to active justices or help the retired justice when sitting by designation with lower courts.","Supreme Federal Court","United States Court of Federal Claims","Anti-pornography movement in the United States","List of law clerks of the Supreme Court of the United States (Seat 3)","4","United States Court of Federal Claims","219","Supreme Federal Court","241","Anti-pornography movement in the United States","133","25"
"212","Chemical substance","• A chemical substance is a unique form of matter with constant chemical composition and characteristic properties, which can exist as a single element or chemical compound. • Chemical substances can exist in different physical states (solids, liquids, gases, plasma) without changing their chemical composition, transitioning between phases based on temperature or pressure changes. • When two or more chemical substances combine without reacting, they form a chemical mixture; when separated to isolate one substance, the result can be chemically pure. • The concept of chemical substances was established in the late 18th century by chemist Joseph Proust, who formulated the law of constant composition stating that all samples of a compound have the same proportions of elements by mass. • Pure water (H2O) exemplifies a chemical substance with a constant 2:1 hydrogen-to-oxygen atomic ratio and characteristic properties like boiling near 100°C. • Some chemicals can combine or convert into new substances through chemical reactions, while inert chemicals do not possess this ability. • The definition varies across fields: in geology, uniform inorganic solids are minerals; in law, it may include mixtures with defined composition; in polymer chemistry, it encompasses mixtures of molecules with multiple molar masses. • Isomerism presented early challenges to researchers since isomers have identical composition but different atomic arrangements, leading to the crucial understanding of stereoisomerism and three-dimensional molecular structure.","String-searching algorithm","Hydrobromic acid","Bistriflimide","Chemical substance","4","Bistriflimide","143","String-searching algorithm","217","Hydrobromic acid","192","150"
"213","Federalist No. 74","• Federalist No. 74 was written by Alexander Hamilton as part of The Federalist Papers series • The essay was published on March 25, 1788, under the pseudonym 'Publius' • The paper's full title is 'The Command of the Military and Naval Forces, and the Pardoning Power of the Executive' • It is the 74th essay in The Federalist Papers and the 8th in a series of 11 essays specifically examining Executive branch powers and limitations • The essay's primary purpose is to justify two key presidential powers: commanding the militia and granting pardons • Hamilton uses this paper to defend the constitutional provisions giving the President military command authority • The essay also provides justification for the President's pardoning power as outlined in the proposed Constitution","1838–39 United States House of Representatives elections","Federalist No. 74","Great Seal of the United States","Constitution of Peru","2","1838–39 United States House of Representatives elections","180","Great Seal of the United States","207","Constitution of Peru","138","100"
"214","Quantum chemistry","• Quantum chemistry is a branch of physical chemistry that applies quantum mechanics to chemical systems, focusing on quantum-mechanical calculations of electronic contributions to molecular properties at the atomic level. • The field studies electronic ground states and excited states of atoms, molecules, and ions, allowing chemical reactions to be described in terms of pathways, intermediates, and transition states. • A central goal is developing computational solutions to the Schrödinger equation to understand electronic structure and molecular dynamics, though exact solutions exist only for the hydrogen atom. • The 1927 work of Walter Heitler and Fritz London on the diatomic hydrogen molecule is recognized as the first milestone in quantum chemistry history, representing the first quantum mechanical treatment of chemical bonding. • Linus Pauling's contributions in the 1930s and his 1939 textbook 'The Nature of the Chemical Bond' integrated early quantum chemistry work into valence bond theory and made the field accessible to chemists. • Various computational approaches are used including semi-empirical methods, density functional theory, Hartree-Fock calculations, quantum Monte Carlo methods, and coupled cluster methods. • Major challenges include increasing accuracy for small molecular systems and expanding computational capabilities to larger molecules, which is limited by scaling considerations where computation time increases as a power of the number of atoms. • Valence bond theory focuses on pairwise atomic interactions and correlates with classical chemical bond drawings, explaining how atomic orbitals combine to form chemical bonds through orbital hybridization and resonance.","Lactobacillaceae","X-ray notation","Nitrogen","Quantum chemistry","4","Nitrogen","108","X-ray notation","193","Lactobacillaceae","133","750"
"215","Alexander Agricola","• **Alexander Agricola (c. 1446 – 15 August 1506)** was a Netherlandish composer of the Renaissance who wrote in the Franco-Flemish style and was a prominent member of the Grande chapelle, the Habsburg musical establishment. • **Born Alexander Ackerman** as the illegitimate son of Lijsbette Naps, a wealthy merchant in Ghent, and likely received his musical training from the parish church of St Nicolas in Ghent. • **Served in major European courts** throughout his career, including positions in Italy, France, and the Low Countries, though he had a reputation for leaving posts without permission. • **Worked for Philip the Handsome** (Duke of Burgundy/King of Castile) from 1500 until his death, accompanying him on travels including two trips to Spain in 1501 and 1506. • **Achieved significant recognition** as one of Europe's most esteemed composers by 1500, with Petrucci publishing a collection of his masses in 1504 - an honor given to few composers at that time. • **His motet 'Si dedero'** survives in over thirty sources and was so influential that composers Jacob Obrecht and Divitis wrote masses based on it. • **Served as a transitional figure** between the Burgundian School and the Josquin generation, writing music in both the complex contrapuntal style of Johannes Ockeghem and the pervasive imitation style characteristic of Josquin des Prez. • **Died on 15 August 1506** while in service to Philip the Handsome's court in Spain, as confirmed by a 16th-century epitaph found in a Brussels manuscript.","Elizabeth Bruce","Alexander Agricola","Lafayette Monument","Vikings in Iberia","2","Lafayette Monument","159","Elizabeth Bruce","218","Vikings in Iberia","165","200"
"216","Magnetite","I notice there's a mismatch between your request and the content provided. You asked for key facts about **Magnetite** (a specific mineral), but the article content is about **Magnetism** (the general physical phenomenon). Based on the actual content provided about magnetism, here are the key facts: • Magnetism is a class of physical attributes that occur through magnetic fields, allowing objects to attract or repel each other, and is one of two aspects of electromagnetism alongside electricity. • Ferromagnetic materials (iron, cobalt, nickel, and their alloys) are strongly attracted by magnetic fields and can become permanent magnets, though they can also be demagnetized. • All substances exhibit some type of magnetism and are classified as ferromagnetic, paramagnetic (weakly attracted), diamagnetic (weakly repelled), or antiferromagnetic based on their magnetic susceptibility. • Magnetism was first discovered in ancient times when people observed that lodestones (naturally magnetized magnetite) could attract iron, with the word 'magnet' deriving from the Greek term for 'Magnesian stone.' • The Chinese developed the magnetic compass by the 11th-12th centuries, using lodestone carved into directional spoons for navigation, with the technology later spreading to Europe. • In 1600, William Gilbert published 'De Magnete,' concluding from experiments that Earth itself is magnetic, which explains why compasses point north. • The relationship between electricity and magnetism was discovered in 1819 by Hans Christian Ørsted, who observed that electric current could create a magnetic field. • Michael Faraday discovered in 1831 that a time-varying magnetic flux induces voltage through a wire loop, a fundamental principle of electromagnetic induction.","Magnetite","Tanzanite","Diabase","Coral calcium","1","Tanzanite","119","Diabase","180","Coral calcium","247","5"
"217","List of centaurs (small Solar System bodies)","• Centaurs are small Solar System bodies with orbits typically between Jupiter and Neptune (5 to 30 AU from the Sun) • Centaurs are minor planets that have characteristics of comets and are often classified as such • Centaurs originate from the Kuiper belt through Neptune's gravitational scattering, which sends objects inward to become centaurs or outward to become scattered-disc objects • Centaurs have unstable orbits with short lifetimes of only a few million years • Centaurs transition from inactive Kuiper belt objects to active Jupiter-family comets over their brief lifespans • As of April 2022, there are 928 known centaur objects catalogued • Centaurs are classified into different types: 52 grey centaurs, 32 red centaurs, 439 centaurs without color data, and 405 unlikely centaurs • The centaur population data is compiled from multiple astronomical databases including MPC's MPCORB, JPL-SBDB, and various survey classifications","List of centaurs (small Solar System bodies)","Pele (volcano)","Hesperian","Gliese 900","1","Hesperian","245","Gliese 900","162","Pele (volcano)","227","25"
"218","Oxyhydrogen","• Oxyhydrogen is a mixture of hydrogen (H2) and oxygen (O2) gases that was the first gaseous mixture used for welding and is used for torches to process refractory materials. • The theoretical optimal ratio is 2:1 hydrogen to oxygen, but in practice a 4:1 or 5:1 ratio is needed to avoid an oxidizing flame. • When ignited, oxyhydrogen reaches a maximum flame temperature of about 2,800°C (5,100°F) with a stoichiometric mixture, which is about 700°C hotter than a hydrogen flame in air. • Oxyhydrogen is explosive and can detonate when ignited, with autoignition occurring at about 570°C at normal atmospheric pressure. • The gas can be produced by water electrolysis, a process first demonstrated by William Nicholson in 1800, where electric current dissociates water molecules into hydrogen and oxygen. • Historical applications included the oxyhydrogen blowpipe for melting refractory materials like platinum and the limelight for illumination, though these have been largely replaced by electric alternatives. • The energy required to generate oxyhydrogen through electrolysis always exceeds the energy released by combusting it, making it impractical as a fuel source for vehicles. • Oxyhydrogen is associated with various pseudoscientific claims, including terms like 'Brown's gas' and 'HHO gas,' and debunked applications such as water-fueled cars that violate thermodynamic principles.","Oxyhydrogen","List of XML and HTML character entity references","Fire","Electrofuel","1","Electrofuel","150","Fire","241","List of XML and HTML character entity references","170","5"
"219","Allen Formation","• The Allen Formation is a geological formation in Argentina dating to the Late Cretaceous period (middle Campanian to early Maastrichtian, approximately 83-66 million years ago). • The formation's stratotype was defined in 1981 in the eastern area of the Bajo de Añelo, consisting mostly of clastic deposits interbedded with limestone banks and anhydrite layers. • The formation represents a hybrid coastal system of tidal flats dominated by Atlantic ingressions, with sedimentary environments ranging from continental (lacustrine, aeolian, fluvial) to shallow marine (estuaries, tidal flats, lagoons). • The formation preserves diverse dinosaur fossils including ankylosaurs, hadrosaurs, sauropods, and theropods, as well as dinosaur eggs from nesting sites. • Beyond dinosaurs, the Allen Formation contains fossils of pterosaurs, fish, turtles, frogs, mammals (known from seven teeth), plesiosaurs, and various plant remains. • Pollen studies from the middle member of the Allen Formation support a late Maastrichtian age for these particular layers. • The deposits formed under semiarid conditions with significant storm influence in some areas, ending with evaporite accumulation during a marine retraction phase. • The formation is part of a broader group of Late Cretaceous dinosaur-bearing rock formations in South America, including the La Colonia, Lecho, and Los Alamitos formations.","Allen Formation","Craterosaurus","Brachychampsa","Kryptops","1","Craterosaurus","232","Kryptops","153","Brachychampsa","243","150"
"220","List of Mount Everest records","• Tenzing Norgay and Sir Edmund Hillary were the first confirmed climbers to reach Mount Everest's summit, establishing the modern starting point for climbing records • Kami Rita Sherpa holds the record for most successful ascents with 24 summits by 2019, surpassing previous record holders Apa Sherpa and Phurba Tashi Sherpa who each reached the summit 21 times • The single busiest day for Everest summits was May 23, 2019, when 358 people reached the top, breaking the previous record of 179-234 summits on May 19, 2012 • Lhakpa Sherpa holds the women's record with 10 successful ascents as of May 2022, and was the first Nepali woman to reach the summit and safely descend • Many Mount Everest records are dominated by Nepali climbers, particularly those from the Sherpa region, with the U.K. leading non-Nepali nations with 481 summits as of 2011 • Junko Tabei was the first woman to reach Everest's summit, initially setting both the oldest and youngest female summiter records • The South side route was closed in 2014-2015 due to avalanche disruption in the Khumbu Icefall, forcing most climbers to use the North side route during those years • Elizabeth Hawley maintained comprehensive Everest climbing records from the 1960s until at least 2015, serving as the primary record keeper for the mountain","Willi Unsoeld","Description of the Medieval Warm Period and Little Ice Age in IPCC reports","List of Wainwrights","List of Mount Everest records","4","List of Wainwrights","139","Description of the Medieval Warm Period and Little Ice Age in IPCC reports","223","Willi Unsoeld","157","1"
"221","Orrery","• An orrery is a mechanical model of the Solar System that illustrates the relative positions and motions of planets and moons, typically using a clockwork mechanism with the Sun at the center and planets at the ends of rotating arms. • The term 'orrery' comes from a device created around 1712 by John Rowley and named after his patron Charles Boyle, 4th Earl of Orrery, though mechanical planetary models existed since ancient times. • The Antikythera mechanism (205-87 BC), discovered in a Greek shipwreck in 1901, is considered one of the first orreries and showed the motions of the Sun, Moon, and five known planets using a geocentric model. • Giovanni Dondi built the first known clock-driven planetary mechanism in 1348, displaying the positions of celestial bodies according to the geocentric Ptolemaic system. • The shift from geocentric to heliocentric models, initiated by Copernicus in 1543 and refined by Kepler and Newton, made orreries more feasible by simplifying planetary motions into circular and elliptical paths that could be represented with gears. • George Graham and Thomas Tompion created an influential orrery around 1710, with Graham giving the design to John Rowley, who made the famous copy for the Earl of Orrery that gave the device its English name. • Christiaan Huygens independently developed a heliocentric planetary machine between 1665-1681, calculating precise gear ratios to represent a 365.242-day year and planetary cycles. • Joseph Wright's famous painting 'A Philosopher giving a Lecture on the Orrery' (c. 1766) depicts the educational use of orreries and shows how they could demonstrate eclipses using ring structures.","NASA-ESA Mars Sample Return","Ordnance Survey National Grid","List of periodic comets","Orrery","4","NASA-ESA Mars Sample Return","117","List of periodic comets","136","Ordnance Survey National Grid","107","350"
"222","Ecosystem","• An ecosystem is a system formed by organisms interacting with their environment, where biotic (living) and abiotic (non-living) components are linked through nutrient cycles and energy flows. • Ecosystems are controlled by external factors (like climate) that determine structure but aren't influenced by the ecosystem, and internal factors (like decomposition, species types, competition) that both control and are controlled by ecosystem processes. • Ecosystems are dynamic systems with resistance (tendency to remain near equilibrium) and ecological resilience (capacity to absorb disturbance and reorganize while retaining essential function and structure). • The term 'ecosystem' was first coined in 1935 by British ecologist Arthur Tansley to emphasize the importance of material transfers between organisms and their environment. • Plants introduce energy through photosynthesis, animals move matter and energy by feeding, and decomposers break down dead organic matter to release carbon and facilitate nutrient cycling. • Ecosystems provide goods (tangible products like water, food, fuel) and services (improvements like air/water cleaning, pollination, oxygen maintenance) that humans depend upon. • Human impacts such as pollution, habitat fragmentation, invasive species, and fire suppression can degrade ecosystems, potentially leading to ecosystem collapse when defining features are lost. • Biomes are general categories of ecosystems, but there is no clear distinction between biomes and ecosystems in classification systems.","List of endemic fauna of Puerto Rico","Ecosystem","NatureServe conservation status","Geographical feature","2","List of endemic fauna of Puerto Rico","120","NatureServe conservation status","197","Geographical feature","161","0"
"223","Phoneme","I notice there's a mismatch between your request and the content provided. You asked for key facts about 'Phoneme' but the article is actually about 'Telephone.' I'll extract key facts from the telephone article that was provided: • A telephone is a telecommunications device that converts sound (typically human voice) into electronic signals for transmission to another telephone, which reproduces the sound for the receiving user • The term 'telephone' derives from Ancient Greek words meaning 'distant voice' (tēle = far, phōnē = voice) • Alexander Graham Bell received the first U.S. patent for an electric telephone in March 1876, though several inventors contributed to its development including Charles Bourseul, Antonio Meucci, and Johann Philipp Reis • Essential telephone components include a microphone (transmitter) to capture sound and an earphone (receiver) to reproduce sound, typically built into a handset • Early telephone systems used direct connections between customers, which were quickly replaced by manually operated switchboards that eventually evolved into the automated worldwide public switched telephone network (PSTN) • Handheld mobile phones were introduced in 1973, later evolving from analog to digital cellular systems and eventually into smartphones • Modern telephones exist in multiple forms (fixed-line, cellular, satellite, Internet-based) but are integrated into the PSTN, allowing any telephone to reach another through unique telephone numbers • Bell's key innovation was using fluctuating electrical currents rather than intermittent pulses, which produced better sound reproduction and became the basis for the working telephone","Olfactory system","Sounds (magazine)","Phoneme","Ideophone","3","Sounds (magazine)","118","Olfactory system","215","Ideophone","144","5"
"224","List of state leaders in the 1st century BC","• The 1st century BC (100-1 BC) saw the end of the Ptolemaic Kingdom in Egypt, with Cleopatra VII being the last pharaoh (51-30 BC) and her son Caesarion ruling until 30 BC • China was ruled by the Western Han dynasty throughout this period, with eight different emperors including Wu Emperor (141-87 BC) and ending with Ping Emperor (1 BC-5 AD) • The Korean Three Kingdoms period began during this century, with Goguryeo founded in 37 BC under King Dongmyeong, Baekje in 18 BC under King Onjo, and Silla in 57 BC under King Hyeokgeose • Many kingdoms in Western Asia operated as client states under Rome or Parthia, including Cappadocia, Commagene, and various kingdoms in the Caucasus region • The Indo-Greek kingdoms fragmented into multiple smaller territories during this period, with various kings ruling different regions like Paropamisade, Arachosia, Gandhara, and Punjab • In North Africa, Numidia and Mauretania were ruled by kings who eventually became Roman clients, with Juba II serving as a client king in both regions by the end of the century • The Kushite kingdom in Nubia was notable for having several female rulers called Kandakes who served as queens and regents, including Amanirenas (c.40-10 BC) • Political instability was common, with some regions like Sri Lanka's Anuradhapura Kingdom experiencing rapid succession of rulers, including several who ruled for less than a year in 47 BC","Pharaoh's daughter (Exodus)","Genetic history of Egypt","Ptolemy XIV Philopator","List of state leaders in the 1st century BC","4","Ptolemy XIV Philopator","103","Genetic history of Egypt","167","Pharaoh's daughter (Exodus)","237","25"
"225","Exercitatio Anatomica de Motu Cordis et Sanguinis in Animalibus","• **Exercitatio Anatomica de Motu Cordis et Sanguinis in Animalibus** (commonly called De Motu Cordis) was written by physician William Harvey and first published in 1628, establishing the circulation of blood throughout the body. • **The work is a landmark in physiology history** because Harvey combined observations, experiments, measurements, and hypotheses to arrive at his doctrine, making it a model of scientific methodology. • **Harvey described 'double circulation'** where blood is pumped around the body in a closed system - returning to the heart, then recirculating to the lungs and back to the heart before returning to main circulation. • **Harvey approached the heart mechanistically**, viewing it as a pump rather than a mystical seat of spirit, and calculated that the heart pumps about 540 pounds of blood per hour (2 ounces per beat at 72 beats per minute). • **The work had immediate influence on Harvey's contemporaries**, with Thomas Hobbes noting that Harvey was the only modern author whose doctrines were taught during his own lifetime. • **Harvey built upon earlier discoveries**, including Ibn Al-Nafis's 13th-century work on pulmonary circulation and Hieronymus Fabricius's 1603 description of one-way valves in veins. • **One gap remained in Harvey's theory** - he could not observe capillary circulation, which was later discovered by Marcello Malpighi in 1660 (three years after Harvey's death) when he observed blood moving through capillaries in a frog's lung. • **Harvey developed his theory over many years**, studying at Padua from 1597-1602, lecturing on blood circulation by 1616, and finally publishing his complete work in 1628.","Respiratory rate","Animal product","Hibernating myocardium","Exercitatio Anatomica de Motu Cordis et Sanguinis in Animalibus","4","Hibernating myocardium","190","Animal product","168","Respiratory rate","201","350"
"226","Heme","I notice there's a discrepancy in your request. You asked for key facts about 'Heme' but the article content is actually about 'Meme' (the cultural concept). I'll extract key facts from the provided article about memes: • A meme is an idea, behavior, or style that spreads through imitation from person to person within a culture, acting as a unit for carrying cultural ideas, symbols, or practices. • The term 'meme' was coined by British evolutionary biologist Richard Dawkins in his 1976 book 'The Selfish Gene' as a cultural analogue to genes. • Memes are theorized to evolve through processes similar to biological evolution, including variation, mutation, competition, and inheritance, with successful memes surviving and spreading while others become extinct. • The word 'meme' is derived from the Greek word 'mimema' meaning 'imitated thing' and was shortened to parallel the word 'gene.' • In popular usage, 'meme' often refers to Internet memes - images, videos, or content that are remixed, copied, and shared online as part of digital culture. • Memetics emerged as a field of study in the 1990s to examine meme transmission using evolutionary models, though it faces criticism regarding empirical study methods. • Dawkins cited geneticist L. L. Cavalli-Sforza, anthropologist F. T. Cloak, and ethologist J. M. Cullen as inspirations for developing meme theory. • Examples of memes include melodies, catchphrases, fashion trends, and technologies like arch-building techniques.","CIECAM02","Biomolecular structure","Heme","Nutrition","3","Biomolecular structure","182","Nutrition","157","CIECAM02","188","350"
"227","Document-oriented database","• Document-oriented databases are a main category of NoSQL databases designed for storing, retrieving, and managing semi-structured data in document format. • They are conceptually an extension of key-value stores, but unlike key-value stores that treat data as opaque, document databases exploit the internal structure of documents to optimize storage and queries. • Document databases store all information for a given object in a single document with potentially unique structures, eliminating the need for object-relational mapping unlike traditional relational databases that split objects across multiple tables. • Documents are encoded in standardized formats such as XML, YAML, JSON, or binary representations like BSON, and do not require adherence to a fixed schema within the same collection. • Each document is addressed via a unique identifier (string, URI, or path) that enables key-based retrieval, with most implementations maintaining an index on the key for optimization. • Document databases support standard CRUD operations: Create (add new documents), Read (retrieve documents/fields), Update (modify existing documents), and Delete (remove documents). • They provide APIs or query languages for content-based retrieval beyond simple key lookups, allowing queries based on document content or metadata rather than treating data as 'black-box' information. • Documents can be organized using various methods including collections (groups of documents), tags and metadata, and directory hierarchies with tree-like structures.","Typhoon Surigae","Tornado outbreak of May 6–10, 2024","Decipherment of rongorongo","Document-oriented database","4","Tornado outbreak of May 6–10, 2024","121","Typhoon Surigae","229","Decipherment of rongorongo","144","350"
