"hit_id","article_topic","article_text_truncated","option_1","option_2","option_3","option_4","correct_option_position","distractor_1","distractor_1_rank_distance","distractor_2","distractor_2_rank_distance","distractor_3","distractor_3_rank_distance","topic_distance_from_base"
"19","Nephromyces","Here are the key facts about Nephromyces: • Nephromyces is a genus of apicomplexans that live symbiotically inside sea grapes (ascidians of the Molgula genus) • Initially misclassified as a chytrid fungus in 1888, molecular research later revealed it is actually an apicomplex organism related to Piroplasmida • Found exclusively in the Molgulidae family, specifically in Molgula and Bostrichobranchus genera, with every wild-collected adult Molgula containing the symbiont • Inhabits the host's renal sac, with at least seven distinct cell types representing different life cycle stages, including filaments, spores, and motile cells • Uniquely beneficial among apicomplexans, rather than parasitic, suggesting a mutualistic relationship with its host • Can survive outside a host for at least 29 days in seawater, remaining infective during this time • Possesses urate oxidase enzyme, potentially using host's nitrogenous waste products as a nitrogen source • Contains intracellular bacteria, creating a 'symbiosis within a symbiosis' in some species • Three original species were described: Nephromyces molgularum, Nephromyces rosocovitanus, and Nephromyces sorokini","Granulocyte-macrophage colony-stimulating factor receptor","1935–36 Football League","Locality-sensitive hashing","Nephromyces","4","Granulocyte-macrophage colony-stimulating factor receptor","195","Locality-sensitive hashing","185","1935–36 Football League","138","757"
"20","Human coronavirus OC43","Here are the key facts about Human coronavirus OC43 (HCoV-OC43): • HCoV-OC43 is one of seven coronaviruses known to infect humans, primarily causing common cold symptoms • The virus likely originated from cattle, with zoonotic transmission to humans estimated to have occurred around 1890 • It is a positive-sense, single-stranded RNA virus that enters host cells by binding to specific neuraminic acid receptors • The virus has four identified genotypes (A to D), with the most recent common ancestor dating back to the 1950s • Typical symptoms include nasal congestion, sore throat, cough, and fever, with more severe respiratory infections possible in vulnerable populations • HCoV-OC43 has rare but documented cases of central nervous system involvement, including fatal encephalitis in infants • The virus is genetically and antigenically similar to bovine coronavirus, suggesting a close evolutionary relationship • It has a genome of approximately 30,700 nucleotides and encodes several structural proteins, including spike (S), hemagglutinin-esterase (HE), membrane (M), envelope (E), and nucleocapsid (N) proteins • Some researchers speculate that HCoV-OC43 might have been responsible for the 1889-1890 pandemic, previously attributed to influenza","Islamophobia","Singular value decomposition","Implicit stereotype","Human coronavirus OC43","4","Islamophobia","117","Implicit stereotype","113","Singular value decomposition","112","872"
"21","Plastination","• Plastination is a preservation technique developed by Gunther von Hagens in 1977 that replaces water and fat in bodies or body parts with plastics like silicone, epoxy, and polyester-copolymer. • The process involves four main steps: fixation (using formaldehyde-based solutions), dehydration (using acetone baths), forced impregnation in a vacuum (replacing acetone with liquid polymer), and hardening (curing with gas, heat, or UV light). • Plastinated specimens can be touched, do not smell or decay, and retain most properties of the original sample, making them superior to traditional preservation methods for educational purposes. • Von Hagens established the Institute for Plastination in Heidelberg, Germany in 1993, which now operates three international centers in Germany, Kyrgyzstan, and China. • The technique is used at more than 40 medical and dental schools worldwide as a teaching tool, providing hands-on learning experience without exposure to harmful chemicals like formalin. • Plastination reduces the need to kill animals for research since specimens can be studied for extended periods without deterioration. • The first public exhibition of plastinated bodies took place in Japan in 1995, attracting more than three million visitors. • Different plastination procedures exist for specific purposes, including the Silicone S 10 for natural-looking specimens and the Epoxy E 12 for thin, transparent organ slices.","Mycorrhiza","Plastination","Word embedding","Clipper (programming language)","2","Word embedding","145","Clipper (programming language)","134","Mycorrhiza","111","816"
"22","Ribosomal RNA","• **rRNA is a non-coding RNA that serves as the primary component of ribosomes and functions as a ribozyme to carry out protein synthesis in all cells** • **rRNA makes up approximately 80% of cellular RNA despite never being translated into proteins itself, making it the predominant form of RNA in most cells** • **Ribosomes consist of approximately 60% rRNA and 40% ribosomal proteins, organized into two major subunits: large subunit (LSU) and small subunit (SSU)** • **Prokaryotic ribosomes contain 50S and 30S subunits with three rRNA types (23S, 5S, and 16S), while eukaryotic ribosomes contain larger 60S and 40S subunits with four rRNA types (28S, 5.8S, 5S, and 18S)** • **rRNA sequences are highly conserved across species and widely used for studying evolutionary relationships, as they are of ancient origin and resistant to horizontal gene transfer** • **The large subunit rRNA contains the peptidyl transferase center (PTC) that catalyzes protein synthesis, while the small subunit rRNA contains the decoding center (DC) that decodes mRNA** • **rRNA structure can undergo conformational changes that affect tRNA binding and the ribosome's ability to match codons with anticodons during translation** • **rRNA is transcribed from ribosomal DNA (rDNA) and assembles with ribosomal proteins through specific chemical interactions, including stacking interactions and binding to the sugar-phosphate backbone**","Ribosomal RNA","Larotrectinib","Cenomanian-Turonian boundary event","Little skate","1","Larotrectinib","223","Little skate","193","Cenomanian-Turonian boundary event","194","328"
"23","Molecular imaging","Here are the key facts about Molecular Imaging: • Molecular imaging is a medical imaging field that focuses on visualizing molecules within living patients, in contrast to traditional methods that require tissue samples • The ultimate goal is to noninvasively monitor biochemical processes inside an organism in real time, using techniques that do not disrupt the biological system • Common approach involves injecting a contrast agent (like radioactive isotopes or microbubbles) into a patient's bloodstream and tracking its movement using imaging technologies like ultrasound, MRI, CT, or PET • Molecular imaging differs from traditional imaging by using biomarkers that interact chemically with their surroundings, allowing visualization of fine molecular changes instead of just physical differences like density • Key research areas include detecting pre-disease states, imaging gene expression, and developing novel biomarkers for early disease detection and treatment • The field emerged in the mid-20th century at the intersection of molecular biology and in vivo imaging, with potential applications in diagnosing cancer, neurological, and cardiovascular diseases • Imaging modalities like MRI have specific strengths and limitations, with challenges including sensitivity and the need for highly specific contrast agents • Molecular imaging is an interdisciplinary field involving cellular/molecular biology, chemistry, and medical physics, with ongoing research to develop more advanced imaging methods","Puffer machine","Taenia crassiceps","Molecular imaging","Vehicle registration plates of Bulgaria","3","Puffer machine","144","Taenia crassiceps","210","Vehicle registration plates of Bulgaria","135","337"
"24","Collagenous colitis","Here are the key facts about Collagenous colitis: • Collagenous colitis is a type of microscopic colitis characterized by inflammation of the colon and chronic watery diarrhea • The condition primarily affects late middle-aged or elderly people, with most patients diagnosed in their 60s • Women are significantly more likely to be affected than men, with female-to-male ratios ranging from 3:1 to 8:1 • Primary symptoms include chronic watery diarrhea, with patients experiencing an average of 6 stools per day, and potential additional symptoms like weight loss, abdominal pain, and fatigue • The cause is unknown, but there may be connections to autoimmune disorders, with up to 40% of patients having another autoimmune condition • Diagnosis is made through colonic biopsies, which show characteristic collagen depositions in the connective tissue between colonic glands, despite normal-appearing mucosa during colonoscopy • First-line treatment is budesonide, a locally-acting steroid, with other potential treatments including bismuth agents, immunosuppressants, and probiotics • Epidemiological studies have shown increasing incidence rates, with recent studies reporting 9.9-12.2 cases per 100,000 person-years • The condition is sometimes considered an inflammatory bowel disease, though its relationship to other IBDs like Crohn's disease is not fully understood","Tryptamine","Baeocystin","Complement fixation test","Collagenous colitis","4","Baeocystin","153","Complement fixation test","169","Tryptamine","111","253"
"25","Sarcodon squamosus","• Sarcodon squamosus is an edible basidiomycete fungus that was previously considered a subspecies of Sarcodon imbricatus until molecular DNA analysis revealed them to be genetically distinct species. • The mushroom grows in large fairy rings near pine heaths and rocky flat soil, requiring areas with old trees and long forest continuity, and cannot withstand complete forest clearing. • The cap measures 10-25 centimeters (4-10 inches) wide with a shallow funnel shape, starting white and turning brownish-purple with age, featuring dark scales arranged in concentric circles. • Young specimens have a pleasant smell and mild taste, while older mushrooms develop a bitter flavor; they can be cooked with other mushrooms and preserved in oil or vinegar. • The species is found in the British Isles and the Netherlands, representing the smaller, more palatable pine-associated forms that were historically grouped with S. imbricatus. • Sarcodon squamosus is notable for mushroom dyeing as one of the few species capable of producing blue dyes, with young mushrooms yielding brown shades and mature ones producing rare blue, turquoise, and green colors. • The mushroom grows in areas with old-growth forest characteristics and requires long-term forest continuity to thrive successfully.","Cucumis metuliferus","Alcohols (medicine)","Sarcodon squamosus","Ergocalciferol","3","Ergocalciferol","152","Cucumis metuliferus","185","Alcohols (medicine)","228","765"
"26","Rao–Blackwell theorem","Here are the key facts about the Rao–Blackwell theorem: • The Rao–Blackwell theorem is a statistical result that transforms an arbitrary estimator into a potentially more optimal estimator by using a sufficient statistic • The theorem is named after statisticians C.R. Rao and David Blackwell, and is sometimes called the Rao–Blackwell–Kolmogorov theorem • The key process, called Rao–Blackwellization, involves taking the conditional expectation of an initial estimator given a sufficient statistic • The transformed estimator (Rao–Blackwell estimator) is guaranteed to have a mean squared error that is no worse than the original estimator, and often significantly better • The improved estimator maintains the same bias as the original estimator - if the original was unbiased, the Rao–Blackwell estimator remains unbiased • When the conditioning statistic is both complete and sufficient, the Rao–Blackwell estimator becomes the unique minimum variance unbiased estimator • Rao–Blackwellization is an idempotent operation, meaning applying it multiple times to an already improved estimator yields no further improvement • The theorem is applicable across various loss functions, with a particularly clear application for mean-squared-error estimation • In practice, the improvement from Rao–Blackwellization can be substantial, transforming crude initial estimators into highly effective statistical estimates","KL-ONE","Content clause","List of IBM products","Rao–Blackwell theorem","4","List of IBM products","186","Content clause","245","KL-ONE","193","590"
"27","EM algorithm and GMM model","Based on the provided text, here are the key facts about the EM algorithm and Gaussian Mixture Model (GMM): • The EM (Expectation-Maximization) algorithm is a statistical method for handling latent variables in complex models • Gaussian Mixture Models (GMM) are probabilistic models that assume data is generated from a mixture of multiple Gaussian distributions • In the example provided, the model is used to analyze red blood cell characteristics across two groups (Anemia and Control) • The model uses a categorical distribution to represent group membership, with two possible groups (k=2) • The algorithm aims to estimate key parameters: - ϕ (group probabilities) - μ (mean vectors) - Σ (covariance matrices) • Maximum likelihood estimation is used to find the optimal parameters by maximizing a log-likelihood function • The model assumes that data within each group follows a normal (Gaussian) distribution • The method can handle scenarios where group membership (z) is not directly observable, treating it as a latent variable • The log-likelihood function combines the probability of observing the data given the group and the probability of group membership Note: The provided text appears to be a partial or technical excerpt, so the facts are derived from the available information.","Alpha Centauri Bb","Immune system","EM algorithm and GMM model","Ethylenediamine","3","Immune system","194","Ethylenediamine","158","Alpha Centauri Bb","120","266"
"28","Verbascoside","Here are the key facts about Verbascoside: • Verbascoside is a polyphenol glycoside composed of caffeic acid, hydroxytyrosol, and a disaccharide with a complex molecular structure • It is predominantly found in plant species within the Lamiales order, with only two known examples outside this taxonomic group • The compound occurs in numerous plant families, including Lamiaceae, Scrophulariaceae, Buddlejaceae, Bignoniaceae, and Oleaceae • Notable sources include medicinal plants like olive trees, vervain, lemon verbena, and various Verbascum species • Verbascoside can be produced through plant cell cultures and hairy root cultures of certain plant species • It demonstrates antimicrobial activity, particularly against Staphylococcus aureus • The compound has potential anti-inflammatory properties • Verbascoside acts as a protein kinase C inhibitor • While some in vitro studies suggested potential genotoxicity, subsequent in vivo tests found no genotoxic effects with high oral dosages","Enantiomer","Verbascoside","Simulated annealing","Louis Lewin","2","Enantiomer","125","Louis Lewin","100","Simulated annealing","109","870"
"29","Flagellin","• Flagellins are proteins that arrange in a hollow cylinder to form the filament of bacterial flagella, with an average mass of about 40,000 daltons and serving as the principal component for bacterial motility. • The flagellin structure consists of helical N- and C-termini that form the inner core and enable polymerization, while the middle residues form the outer surface and vary greatly between bacterial species. • Flagellin is transported through the center of the filament to the tip where it spontaneously polymerizes, and the filament consists of eleven protofilaments (nine L-type and two R-type). • In mammals, flagellin directly interacts with immune receptors TLR5 and TLR11, triggering acquired immune responses including T-cell and antibody responses against flagellated bacteria. • Flagellins can be classified into three immune response categories: silent flagellins (bind TLR5 but don't activate), evaders (cannot bind TLR5), and stimulators (variable binding but can activate TLR5). • Some bacteria can switch between multiple flagellin genes to evade mammalian immune responses. • In plants, a 22-amino acid sequence (flg22) from flagellin's conserved N-terminal region activates defense mechanisms through the FLS2 receptor, leading to PAMP-triggered immunity affecting over 900 genes. • The flagellin gene has different names across bacterial species, such as 'flaA' in Helicobacter pylori and 'fliC' or 'fljB' in other species.","Flagellin","C5-convertase","Oxybelis fulgidus","Persistence hunting","1","Oxybelis fulgidus","123","C5-convertase","209","Persistence hunting","207","556"
